"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"13.07.2021","Перевод","Вклад","Тинькофф","Cashback/проценты НС","2461","RUB","2461","RUB","Нет","Cashback за июнь"
"13.07.2021","Расход","Тинькофф","Продукты","","459,41","RUB","459,41","RUB","Нет","Больше еды в перекрёстке"
"14.07.2021","Расход","Тинькофф","Другое","","16300","RUB","16300","RUB","Нет","Славе за диск"
"14.07.2021","Расход","Тинькофф","Развлечения","","760","RUB","760","RUB","Нет","Кино"
"14.07.2021","Расход","Тинькофф","Вещи","","1028","RUB","1028","RUB","Нет","Майка в озоне "
"14.07.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай"
"14.07.2021","Расход","Тинькофф","Спорт","","2190","RUB","2190","RUB","Нет","Аминокислоты"
"14.07.2021","Расход","Тинькофф","Транспорт","","232","RUB","232","RUB","Нет","Самокат "
"14.07.2021","Расход","Тинькофф","Транспорт","","337","RUB","337","RUB","Нет","Ещё один самокат"
"15.07.2021","Расход","Тинькофф","Продукты","","154,9","RUB","154,9","RUB","Нет","Яйца в призме"
"16.07.2021","Расход","Тинькофф","Продукты","","300","RUB","300","RUB","Нет","Какие-то фрукты"
"16.07.2021","Расход","Тинькофф","Транспорт","","188","RUB","188","RUB","Нет","Самокат, куда-то поехал"
"16.07.2021","Расход","Тинькофф","Продукты","","1167,4","RUB","1167,4","RUB","Нет","Разная еда в Пятёрочке"
"16.07.2021","Расход","Тинькофф","Транспорт","","379","RUB","379","RUB","Нет","Ещё покатался на самокате"
"16.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"16.07.2021","Перевод","Вклад","Тинькофф НС (extra)","","0,51","RUB","0,51","RUB","Нет","Проценты "
"17.07.2021","Расход","Тинькофф","Транспорт","Такси","378","RUB","378","RUB","Нет","Такси домой"
"17.07.2021","Расход","Тинькофф","Транспорт","","463","RUB","463","RUB","Нет","Много покатался на самокате"
"17.07.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до рынка"
"17.07.2021","Расход","Тинькофф","Еда","","360","RUB","360","RUB","Нет","Пицца на рынке"
"17.07.2021","Расход","Тинькофф","Еда","","50","RUB","50","RUB","Нет","Чай на рынке"
"17.07.2021","Расход","Тинькофф","Продукты","","700","RUB","700","RUB","Нет","Кажется, рыба на рынке"
"17.07.2021","Расход","Тинькофф","Продукты","","333","RUB","333","RUB","Нет","Индейка"
"17.07.2021","Расход","Тинькофф","Продукты","","251,64","RUB","251,64","RUB","Нет","Сало"
"17.07.2021","Расход","Тинькофф","Продукты","","450","RUB","450","RUB","Нет","Творог"
"17.07.2021","Расход","Тинькофф","Продукты","","1456","RUB","1456","RUB","Нет","Арбуз и другая зелень"
"17.07.2021","Расход","Тинькофф","Продукты","","110","RUB","110","RUB","Нет","Чеснок"
"17.07.2021","Расход","Тинькофф","Транспорт","Такси","251","RUB","251","RUB","Нет","Такси домой с рынка"
"17.07.2021","Расход","Тинькофф","Спорт","","700","RUB","700","RUB","Нет","Оплата справки "
"18.07.2021","Расход","Тинькофф","Транспорт","","110","RUB","110","RUB","Нет","Вуш "
"18.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро в центр "
"18.07.2021","Расход","Тинькофф","Еда","","245","RUB","245","RUB","Нет","Бургер "
"18.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"18.07.2021","Расход","Тинькофф","Дом","","400","RUB","400","RUB","Нет","Книга Бредбери "
"18.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"18.07.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой "
"18.07.2021","Расход","Тинькофф","Медицина","","822","RUB","822","RUB","Нет","Лекарства от кашля "
"18.07.2021","Расход","Тинькофф","Продукты","","510,85","RUB","510,85","RUB","Нет","Продукты "
"19.07.2021","Расход","Тинькофф","Продукты","","228,16","RUB","228,16","RUB","Нет","Что-то в пятёрочке "
"19.07.2021","Перевод","Сбербанк Deposit","Тинькофф","","100000","RUB","100000","RUB","Нет","Часть средств для оплаты гитары"
"19.07.2021","Перевод","Сбербанк Deposit","Тинькофф","","70000","RUB","70000","RUB","Нет","Оставшаяся часть средств для таргета"
"20.07.2021","Расход","Тинькофф","Музыка","","154603","RUB","154603","RUB","Нет","7900.0 PLN (оплата скервесен по PayPal)"
"20.07.2021","Расход","Тинькофф","Транспорт","Такси","207","RUB","207","RUB","Нет","Такси, возможно, к врачу "
"20.07.2021","Расход","Тинькофф","Еда","","239","RUB","239","RUB","Нет","Что поел "
"20.07.2021","Перевод","ФТИ","Сбербанк Deposit","","3925","RUB","3925","RUB","Нет",""
"20.07.2021","Расход","Тинькофф","Другое","","177","RUB","177","RUB","Нет","Славе за такси "
"21.07.2021","Расход","Сбербанк Deposit","Дом","","11600","RUB","11600","RUB","Нет","Книги Азимова с авито"
"21.07.2021","Расход","Тинькофф","Транспорт","","99","RUB","99","RUB","Нет","Самокат куда-то "
"21.07.2021","Расход","Тинькофф","Дом","","630","RUB","630","RUB","Нет","Контейнеры в домовом"
"21.07.2021","Расход","Тинькофф","Продукты","","1820,91","RUB","1820,91","RUB","Нет","Разная еда в Перекрёстке на пионерской"
"22.07.2021","Расход","Тинькофф","Транспорт","Такси","80","RUB","80","RUB","Нет","Такси домой"
"23.07.2021","Расход","Тинькофф","Другое","","4000","RUB","4000","RUB","Нет","Перевод эдику на подарок для шпирко "
"23.07.2021","Расход","Тинькофф","Продукты","","1268","RUB","1268","RUB","Нет","Форель на пионерской"
"23.07.2021","Расход","Тинькофф","Продукты","","857,6","RUB","857,6","RUB","Нет","Ещё что-то в перекрёстке"
"23.07.2021","Перевод","Другое","Сбербанк Deposit","","1000","RUB","1000","RUB","Нет","От Наташи за др шпирко "
"23.07.2021","Перевод","ALM","Сбербанк Deposit","","73182","RUB","73182","RUB","Нет",""
"24.07.2021","Расход","Тинькофф","Квартплата/Интернет","","970","RUB","970","RUB","Нет","Оплата интернета"
"24.07.2021","Расход","Тинькофф","Квартплата/Интернет","","580","RUB","580","RUB","Нет","Оплата телефона"
"24.07.2021","Расход","Тинькофф","Дом","","222","RUB","222","RUB","Нет","Средство для мытья ванной"
"24.07.2021","Расход","Тинькофф","Квартплата/Интернет","","379","RUB","379","RUB","Нет","Оплаты подписки YouTube"
"24.07.2021","Расход","Тинькофф","Транспорт","Такси","201","RUB","201","RUB","Нет","Такси на рынок"
"24.07.2021","Расход","Тинькофф","Еда","","380","RUB","380","RUB","Нет","Покупка пиццы на рынке"
"24.07.2021","Расход","Тинькофф","Еда","","100","RUB","100","RUB","Нет","Чай и макароны на рынке"
"24.07.2021","Расход","Тинькофф","Продукты","","1449,6","RUB","1449,6","RUB","Нет","Форель на рынке"
"24.07.2021","Расход","Тинькофф","Продукты","","900","RUB","900","RUB","Нет","Говядина на рынке"
"24.07.2021","Расход","Тинькофф","Продукты","","448","RUB","448","RUB","Нет","Куриное филе и яйца на рынке"
"24.07.2021","Перевод","Сбербанк Deposit","Тинькофф","","30000","RUB","30000","RUB","Нет","Перевод с карты Сбербанка"
"24.07.2021","Расход","Тинькофф","Продукты","","450","RUB","450","RUB","Нет","Творог на рынке"
"24.07.2021","Расход","Тинькофф","Продукты","","922","RUB","922","RUB","Нет","Фрукты овощи на рынке"
"24.07.2021","Расход","Тинькофф","Продукты","","402","RUB","402","RUB","Нет","Ещё фрукты и овощи на рынке"
"24.07.2021","Расход","Тинькофф","Транспорт","Такси","221","RUB","221","RUB","Нет","Такси домой"
"24.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро на вокзал"
"24.07.2021","Расход","Тинькофф","Продукты","","65","RUB","65","RUB","Нет","Чай на вокзале"
"24.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"24.07.2021","Расход","Тинькофф","Транспорт","Такси","202","RUB","202","RUB","Нет","Такси после др шпирко "
"25.07.2021","Расход","Тинькофф","Транспорт","Такси","222","RUB","222","RUB","Нет","Такси в скандинавии"
"25.07.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"25.07.2021","Перевод","Другое","Тинькофф","","38","RUB","38","RUB","Нет","Какой-то бонус"
"25.07.2021","Расход","Тинькофф","Продукты","","342,17","RUB","342,17","RUB","Нет","Разные продукты в Дикси, когда катались на самокатах"
"25.07.2021","Расход","Тинькофф","Транспорт","","757","RUB","757","RUB","Нет","Поездки на самокате по северу"
"25.07.2021","Перевод","Другое","Сбербанк Deposit","","10000","RUB","10000","RUB","Нет","От Димы с Ларисой на др"
"25.07.2021","Расход","Тинькофф","Еда","","1600","RUB","1600","RUB","Нет","Посидели в ресторане на проспекте науки"
"25.07.2021","Расход","Тинькофф","Транспорт","Такси","156","RUB","156","RUB","Нет","Такси домой"
"26.07.2021","Расход","Тинькофф","Медицина","","757","RUB","757","RUB","Нет","Авамис"
"27.07.2021","Расход","Тинькофф","Транспорт","Такси","159","RUB","159","RUB","Нет","Такси на работу один"
"27.07.2021","Расход","Тинькофф","Транспорт","Такси","264","RUB","264","RUB","Нет","Такси на работу два"
"27.07.2021","Расход","Тинькофф","Еда","","215","RUB","215","RUB","Нет","Еда в столовой "
"28.07.2021","Расход","Тинькофф","Продукты","","523","RUB","523","RUB","Нет","Творог и другое на рынке"
"28.07.2021","Расход","Тинькофф","Продукты","","220","RUB","220","RUB","Нет","Яйца на рынке"
"28.07.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"28.07.2021","Расход","Сбербанк Deposit","Дом","","1930,25","RUB","1930,25","RUB","Нет","Петроэлектросбыт "
"28.07.2021","Расход","Сбербанк Deposit","Дом","","3891,35","RUB","3891,35","RUB","Нет","ЖКХ"
"28.07.2021","Расход","Сбербанк Deposit","Дом","","70,34","RUB","70,34","RUB","Нет","Газ "
"28.07.2021","Расход","Сбербанк Deposit","Дом","","6215,69","RUB","6215,69","RUB","Нет","Забыл заплатить за ЖКУ за май "
"28.07.2021","Перевод","Сбербанк Deposit","Тинькофф","","18179,65","RUB","18179,65","RUB","Нет","Пополнение счета "
"29.07.2021","Расход","Тинькофф","Еда","","165","RUB","165","RUB","Нет","Еда в столовой"
"29.07.2021","Расход","Тинькофф","Музыка","","1100","RUB","1100","RUB","Нет","Услуги брокера на таможне"
"30.07.2021","Перевод","Другое","Сбербанк Deposit","","43490","RUB","43490","RUB","Нет","Остатки налогового вычета "
"30.07.2021","Расход","Тинькофф","Мобильный","","300","RUB","300","RUB","Нет","Пополнение счёта"
"31.07.2021","Расход","Тинькофф","Транспорт","Такси","371","RUB","371","RUB","Нет","Такси куда-то"
"31.07.2021","Расход","Тинькофф","Продукты","","50","RUB","50","RUB","Нет","Что-то купил поесть"
"31.07.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поездка на метро"
"31.07.2021","Расход","Тинькофф","Продукты","","204,99","RUB","204,99","RUB","Нет","Разные продукты в Пятёрочке"
"01.08.2021","Расход","Тинькофф","Транспорт","Такси","124","RUB","124","RUB","Нет","Такси до почты"
"01.08.2021","Расход","Тинькофф","Транспорт","","65","RUB","65","RUB","Нет","Самокат домой"
"01.08.2021","Расход","Тинькофф","Транспорт","Такси","538","RUB","538","RUB","Нет","Такси Асе на вокзал"
"02.08.2021","Расход","Тинькофф","Еда","","1530","RUB","1530","RUB","Нет","Заказал еду в Моне "
"02.08.2021","Расход","Сбербанк Deposit","Другое","","60000","RUB","60000","RUB","Нет","Перевод асе "
"02.08.2021","Расход","Тинькофф","Другое","","5000","RUB","5000","RUB","Нет","Перевод Денису на подарок для Вани"
"03.08.2021","Расход","Тинькофф","Еда","","180","RUB","180","RUB","Нет","Еда в столовой"
"03.08.2021","Перевод","Другое","Тинькофф","","90","RUB","90","RUB","Нет","От славы за сырники"
"04.08.2021","Расход","Тинькофф","Транспорт","Такси","180","RUB","180","RUB","Нет","Такси на рынок"
"04.08.2021","Расход","Тинькофф","Еда","","380","RUB","380","RUB","Нет","Пицца на рынке"
"04.08.2021","Расход","Тинькофф","Еда","","100","RUB","100","RUB","Нет","Чай на рынке"
"04.08.2021","Расход","Тинькофф","Продукты","","375,44","RUB","375,44","RUB","Нет","Фарш из индейки"
"04.08.2021","Расход","Тинькофф","Продукты","","673","RUB","673","RUB","Нет","Фарш из курицы и яйца"
"04.08.2021","Расход","Тинькофф","Продукты","","510","RUB","510","RUB","Нет","Творог и другое"
"04.08.2021","Перевод","Вклад","Сбербанк Deposit","","4866,05","RUB","4866,05","RUB","Нет",""
"04.08.2021","Перевод","ФТИ","Сбербанк Deposit","","15710,91","RUB","15710,91","RUB","Нет","ЗП фти "
"05.08.2021","Расход","Тинькофф","Еда","","238","RUB","238","RUB","Нет","Поел в столовой"
"05.08.2021","Расход","Тинькофф","Еда","","209","RUB","209","RUB","Нет","Поел в маркетплейсе"
"05.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до этажей"
"05.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай куда-то"
"05.08.2021","Расход","Тинькофф","Другое","","1500","RUB","1500","RUB","Нет","Картины для Вани"
"05.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"05.08.2021","Расход","Тинькофф","Другое","","249","RUB","249","RUB","Нет","Штатив для телефона"
"05.08.2021","Перевод","Другое","Тинькофф","","750","RUB","750","RUB","Нет","От славы за картину"
"06.08.2021","Расход","Тинькофф","Транспорт","Такси","127","RUB","127","RUB","Нет","Такси физ тех"
"06.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до академической"
"06.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","И ещё какой-то трамвай"
"06.08.2021","Расход","Тинькофф","Другое","","5644,78","RUB","5644,78","RUB","Нет","Покупка шашлыка для Вани"
"06.08.2021","Расход","Тинькофф","Транспорт","Такси","227","RUB","227","RUB","Нет","Такси домой"
"06.08.2021","Расход","Тинькофф","Медицина","","286","RUB","286","RUB","Нет","Лекарство в аптеке столички"
"06.08.2021","Расход","Тинькофф","Транспорт","Такси","141","RUB","141","RUB","Нет","Такси на пионерку для встречи с Денисом"
"06.08.2021","Расход","Тинькофф","Еда","","78,98","RUB","78,98","RUB","Нет","Вода и минералка"
"08.08.2021","Перевод","Другое","Тинькофф","","5000","RUB","5000","RUB","Нет","От Вани за шашлык"
"08.08.2021","Расход","Тинькофф","Еда","","490","RUB","490","RUB","Нет","Пицца на рынке"
"08.08.2021","Расход","Тинькофф","Еда","","100","RUB","100","RUB","Нет","Чай на рынке"
"08.08.2021","Расход","Тинькофф","Продукты","","615","RUB","615","RUB","Нет","Творог и другое"
"08.08.2021","Расход","Тинькофф","Транспорт","Такси","559","RUB","559","RUB","Нет","Такси вечером"
"08.08.2021","Расход","Тинькофф","Еда","","815","RUB","815","RUB","Нет","Кафе"
"08.08.2021","Расход","Тинькофф","Транспорт","Такси","161","RUB","161","RUB","Нет","Такси до метро"
"08.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поездка на метро"
"08.08.2021","Расход","Тинькофф","Транспорт","","85","RUB","85","RUB","Нет","Самокат домой"
"09.08.2021","Расход","Тинькофф","Продукты","","1669,76","RUB","1669,76","RUB","Нет","Разные продукты в Пятёрочке"
"10.08.2021","Расход","Тинькофф","Еда","","249","RUB","249","RUB","Нет","Еда в столовой на Работе"
"10.08.2021","Расход","Тинькофф","Продукты","","399,8","RUB","399,8","RUB","Нет","Жевательные конфеты в Дикси, который так давно искал"
"10.08.2021","Расход","Тинькофф","Еда","","1220","RUB","1220","RUB","Нет","Кафе"
"10.08.2021","Перевод","Вклад","Тинькофф Депозит 18 мес","Капитализация (тинькофф)","199,86","RUB","199,86","RUB","Нет",""
"10.08.2021","Перевод","Вклад","Тинькофф Депозит 15 мес","Капитализация (тинькофф)","199,86","RUB","199,86","RUB","Нет",""
"11.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"11.08.2021","Расход","Тинькофф","Транспорт","","90","RUB","90","RUB","Нет","Самокат домой"
"11.08.2021","Расход","Cash","Продукты","","1923","RUB","1923","RUB","Нет","Еда в прод мастер"
"11.08.2021","Перевод","ALM","Сбербанк Deposit","","208351,09","RUB","208351,09","RUB","Нет","Включая премию 76807?"
"12.08.2021","Расход","Тинькофф","Еда","","100","RUB","100","RUB","Нет","Сырники в столовой"
"12.08.2021","Расход","Тинькофф","Еда","","800","RUB","800","RUB","Нет","Пиццы на рынке"
"12.08.2021","Расход","Тинькофф","Продукты","","120","RUB","120","RUB","Нет","Яйца на рынке"
"12.08.2021","Расход","Тинькофф","Продукты","","830","RUB","830","RUB","Нет","Творог, Сметана, йогурт, сыр на рынке"
"12.08.2021","Расход","Тинькофф","Медицина","","784","RUB","784","RUB","Нет","Антибиотик и другие лекарства в аптеке"
"12.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"13.08.2021","Расход","Тинькофф","Продукты","","1121,08","RUB","1121,08","RUB","Нет","Разные продукты в Пятёрочке"
"13.08.2021","Перевод","Другое","Тинькофф","","73,34","RUB","73,34","RUB","Нет","Какой-то бонус от тинькофф"
"13.08.2021","Расход","Тинькофф","Развлечения","","660","RUB","660","RUB","Нет","Кино"
"13.08.2021","Перевод","Другое","Тинькофф","","9,25","RUB","9,25","RUB","Нет","Ещё какой-то бонус от тинькофф"
"13.08.2021","Перевод","Вклад","Тинькофф","Cashback/проценты НС","2236","RUB","2236","RUB","Нет","Cashback"
"14.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"14.08.2021","Расход","Тинькофф","Еда","","59","RUB","59","RUB","Нет","Кусочек пиццы в до до пиццы"
"14.08.2021","Расход","Тинькофф","Еда","","445","RUB","445","RUB","Нет","Пицца"
"14.08.2021","Расход","Тинькофф","Музыка","","290","RUB","290","RUB","Нет","Гитарный кабель"
"14.08.2021","Расход","Тинькофф","Вещи","","1028","RUB","1028","RUB","Нет","Майка в Спортмастере"
"14.08.2021","Расход","Тинькофф","Еда","","160","RUB","160","RUB","Нет","Кусок пиццы"
"14.08.2021","Расход","Тинькофф","Продукты","","867,97","RUB","867,97","RUB","Нет","Дезодоранты и другие продукты окей"
"14.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"14.08.2021","Расход","Тинькофф","Спорт","","1470","RUB","1470","RUB","Нет","Креатин и изотоник"
"14.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"15.08.2021","Расход","Тинькофф","Медицина","","606","RUB","606","RUB","Нет","Лекарство от кашля"
"15.08.2021","Расход","Тинькофф","Продукты","","910,69","RUB","910,69","RUB","Нет","Салаты, чипсы и прочее дерьмо, которое я не должен покупать"
"16.08.2021","Перевод","Сбербанк Deposit","Тинькофф","","60000","RUB","60000","RUB","Нет","Перевод за гитару для Лепского "
"16.08.2021","Расход","Тинькофф","Музыка","","60000","RUB","60000","RUB","Нет","Последняя часть оплаты гитары Лепскому "
"16.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай на рынок "
"16.08.2021","Расход","Тинькофф","Продукты","","601,2","RUB","601,2","RUB","Нет","Говядина на рынке"
"16.08.2021","Расход","Тинькофф","Продукты","","233","RUB","233","RUB","Нет","Колбаса на рынке"
"16.08.2021","Расход","Тинькофф","Продукты","","190","RUB","190","RUB","Нет","Двухжелтковые яйца"
"16.08.2021","Расход","Тинькофф","Продукты","","900","RUB","900","RUB","Нет","Творог и сыр "
"16.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай"
"16.08.2021","Расход","Тинькофф","Продукты","","209,95","RUB","209,95","RUB","Нет","Что-то в 5"
"16.08.2021","Расход","Тинькофф","Развлечения","","2000","RUB","2000","RUB","Нет","Ване за кружок"
"16.08.2021","Перевод","Вклад","Тинькофф НС (extra)","","0,59","RUB","0,59","RUB","Нет","Проценты "
"17.08.2021","Расход","Тинькофф","Продукты","","450","RUB","450","RUB","Нет","Какие-то продукты"
"17.08.2021","Расход","Тинькофф","Транспорт","","99","RUB","99","RUB","Нет","Самокат"
"17.08.2021","Расход","Тинькофф","Продукты","","169,98","RUB","169,98","RUB","Нет","Ещё что-то в 5"
"20.08.2021","Перевод","ФТИ","Сбербанк Deposit","","4361","RUB","4361","RUB","Нет",""
"21.08.2021","Расход","Тинькофф","Продукты","","2150","RUB","2150","RUB","Нет","Рыба и лисички"
"21.08.2021","Расход","Тинькофф","Транспорт","","505","RUB","505","RUB","Нет","Долгая поездка на самокате"
"21.08.2021","Расход","Тинькофф","Еда","","420","RUB","420","RUB","Нет","Пицца на рынке"
"21.08.2021","Расход","Тинькофф","Еда","","50","RUB","50","RUB","Нет","Чай на рынке"
"21.08.2021","Расход","Тинькофф","Продукты","","120","RUB","120","RUB","Нет","Яйца"
"21.08.2021","Расход","Тинькофф","Продукты","","775","RUB","775","RUB","Нет","Творог и йогурт"
"21.08.2021","Расход","Тинькофф","Продукты","","399","RUB","399","RUB","Нет","Что-то ещё на рынке"
"22.08.2021","Расход","Тинькофф","Транспорт","","104","RUB","104","RUB","Нет","Самокат"
"22.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвуй "
"22.08.2021","Расход","Тинькофф","Продукты","","279,98","RUB","279,98","RUB","Нет","Какие-то продукты в 5"
"22.08.2021","Расход","Тинькофф","Еда","","808","RUB","808","RUB","Нет","Телепицца для фильма"
"22.08.2021","Перевод","Другое","Тинькофф","","400","RUB","400","RUB","Нет","От славы за пиццу"
"24.08.2021","Перевод","Сбербанк Deposit","Тинькофф","","4000","RUB","4000","RUB","Нет","На психолога"
"24.08.2021","Расход","Тинькофф","Медицина","","4000","RUB","4000","RUB","Нет","Первый приём у психолога"
"24.08.2021","Расход","Тинькофф","Квартплата/Интернет","","580","RUB","580","RUB","Нет","Моб "
"24.08.2021","Перевод","Сбербанк Deposit","Тинькофф","","20000","RUB","20000","RUB","Нет","Пополнеете карты"
"24.08.2021","Расход","Тинькофф","Другое","","379","RUB","379","RUB","Нет","Ютуб"
"24.08.2021","Расход","Тинькофф","Еда","","233","RUB","233","RUB","Нет","Еда в столовой"
"24.08.2021","Перевод","Другое","Тинькофф","","117","RUB","117","RUB","Нет","От славы за сырник "
"24.08.2021","Расход","Тинькофф","Квартплата/Интернет","","970","RUB","970","RUB","Нет","Инет"
"25.08.2021","Перевод","ALM","Сбербанк Deposit","","115000","RUB","115000","RUB","Нет",""
"26.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро куда-то "
"26.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро откуда-то"
"26.08.2021","Расход","Тинькофф","Продукты","","453,94","RUB","453,94","RUB","Нет","Продукты в 5"
"26.08.2021","Расход","Тинькофф","Транспорт","","134","RUB","134","RUB","Нет","Самокат домой"
"26.08.2021","Расход","Тинькофф","Медицина","","4000","RUB","4000","RUB","Нет","Оплата второго приема у психолога "
"27.08.2021","Перевод","Сбербанк Deposit","Тинькофф","","55000","RUB","55000","RUB","Нет","На аудиокарту "
"27.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай за картой"
"27.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"27.08.2021","Расход","Тинькофф","Музыка","","49500","RUB","49500","RUB","Нет","Antelope audio"
"27.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"27.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай"
"27.08.2021","Расход","Тинькофф","Еда","","390","RUB","390","RUB","Нет","Пицца"
"27.08.2021","Расход","Тинькофф","Продукты","","210","RUB","210","RUB","Нет","Что-то на рынке"
"27.08.2021","Расход","Тинькофф","Продукты","","370","RUB","370","RUB","Нет","Творог"
"27.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай"
"27.08.2021","Расход","Тинькофф","Продукты","","684,89","RUB","684,89","RUB","Нет","Что-то в 5"
"27.08.2021","Расход","Тинькофф","Транспорт","","387","RUB","387","RUB","Нет","Билет за грибами"
"28.08.2021","Расход","Тинькофф","Транспорт","Такси","366","RUB","366","RUB","Нет","Такси на вокзал"
"28.08.2021","Расход","Тинькофф","Транспорт","","98","RUB","98","RUB","Нет","Самокат после грибов"
"28.08.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай"
"28.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"28.08.2021","Расход","Тинькофф","Еда","","750","RUB","750","RUB","Нет","Еда"
"28.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"29.08.2021","Расход","Тинькофф","Транспорт","","86","RUB","86","RUB","Нет","Самокат"
"29.08.2021","Расход","Тинькофф","Транспорт","Такси","226","RUB","226","RUB","Нет","Такси "
"29.08.2021","Расход","Тинькофф","Еда","","510","RUB","510","RUB","Нет","Пицца"
"29.08.2021","Расход","Тинькофф","Продукты","","730,9","RUB","730,9","RUB","Нет","Что-то на рынке"
"29.08.2021","Расход","Тинькофф","Еда","","50","RUB","50","RUB","Нет","Чай"
"29.08.2021","Расход","Тинькофф","Продукты","","510","RUB","510","RUB","Нет","Творог на рынке"
"29.08.2021","Расход","Тинькофф","Транспорт","Такси","206","RUB","206","RUB","Нет","Такси домой"
"30.08.2021","Перевод","Другое","Тинькофф","","215","RUB","215","RUB","Нет","От славы за что-то"
"30.08.2021","Расход","Сбербанк Deposit","Музыка","","8800","RUB","8800","RUB","Нет","Занятия у Максима"
"30.08.2021","Расход","Тинькофф","Продукты","","1394,66","RUB","1394,66","RUB","Нет","Еда в 5"
"30.08.2021","Расход","Тинькофф","Транспорт","Такси","162","RUB","162","RUB","Нет","Такси"
"31.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","М "
"31.08.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет"," Метро "
"31.08.2021","Расход","Тинькофф","Еда","","420","RUB","420","RUB","Нет","Пицца"
"31.08.2021","Расход","Тинькофф","Продукты","","300","RUB","300","RUB","Нет","Творог"
"31.08.2021","Расход","Тинькофф","Продукты","","120","RUB","120","RUB","Нет","Яйца"
"02.09.2021","Расход","Тинькофф","Еда","","520","RUB","520","RUB","Нет","Маше за бургеры "
"03.09.2021","Перевод","ФТИ","Сбербанк Deposit","","5233,5","RUB","5233,5","RUB","Нет",""
"04.09.2021","Расход","Тинькофф","Еда","","1400","RUB","1400","RUB","Нет","Заказ 3х пицц ветрянке на дом"
"04.09.2021","Расход","Тинькофф","Продукты","","1000,26","RUB","1000,26","RUB","Нет","Разная еда в 5"
"04.09.2021","Расход","Тинькофф","Транспорт","Такси","178","RUB","178","RUB","Нет","Такси до ПМ"
"04.09.2021","Расход","Тинькофф","Транспорт","Такси","399","RUB","399","RUB","Нет","Такси с ладожской "
"04.09.2021","Расход","Тинькофф","Еда","","940","RUB","940","RUB","Нет","Посидели в кафе у сосновки"
"04.09.2021","Расход","Тинькофф","Транспорт","","80","RUB","80","RUB","Нет","Самокат домой"
"05.09.2021","Перевод","Вклад","Сбербанк Deposit","","5267,9","RUB","5267,9","RUB","Нет",""
